bird_id,telem_pt,pt_id,dt,latitude,longitude,Y,X,interval,T,distMoved,speed,daysSinceCap,distFromCap,territory
CNPS11,1,CNPS11_p1,24-05-14 16:47,37.276672,-76.686957,4126898.113,350441.1417,NA,0,NA,NA,1,162.2325523,1
CNPS11,3,CNPS11_p3,01-06-14 13:06,37.276692,-76.686577,4126899.731,350474.8732,188.3166667,188.3166667,33.77028303,0.179327107,9,189.4927505,1
CNPS11,4,CNPS11_p4,01-06-14 14:20,37.276657,-76.686834,4126896.254,350452.0175,1.233333333,189.55,23.11866241,18.74486141,9,172.1270382,1
CNPS11,5,CNPS11_p5,01-06-14 15:31,37.276956,-76.687097,4126929.844,350429.291,1.183333333,190.7333333,40.55591082,34.27260069,9,134.9781159,1
CNPS11,6,CNPS11_p6,01-06-14 16:32,37.276582,-76.686764,4126887.822,350458.0755,1.016666667,191.75,50.93521301,50.10020952,9,181.9660918,1
CNPS11,7,CNPS11_p7,01-06-14 17:34,37.276614,-76.686727,4126891.314,350461.4194,1.033333333,192.7833333,4.834845521,4.678882762,9,182.6639414,1
CNPS11,8,CNPS11_p8,01-06-14 18:46,37.276678,-76.687059,4126898.94,350432.1099,1.2,193.9833333,30.28535399,25.23779499,9,154.5792047,1
CNPS11,9,CNPS11_p9,02-06-14 10:00,37.276928,-76.687006,4126926.594,350437.3039,15.23333333,209.2166667,28.13754346,1.847103509,10,143.5654258,1
CNPS11,10,CNPS11_p10,02-06-14 11:05,37.276659,-76.68706,4126896.833,350431.9836,1.083333333,210.3,30.23280855,27.9072079,10,155.803793,1
CNPS11,11,CNPS11_p11,04-06-14 14:53,37.27644,-76.686881,4126872.252,350447.4209,51.8,262.1,29.0264671,0.560356508,12,183.5393386,1
CNPS11,12,CNPS11_p12,10-06-14 17:00,37.277759,-76.686614,4127018.174,350473.704,146.1166667,408.2166667,148.2701299,1.014737971,18,164.0437145,1
CNPS11,13,CNPS11_p13,11-06-14 08:48,37.277,-76.687242,4126934.955,350416.522,15.8,424.0166667,100.9711993,6.390582233,19,121.3451037,1
CNPS11,14,CNPS11_p14,11-06-14 09:58,37.276569,-76.686807,4126886.447,350454.2373,1.166666667,425.1833333,61.44485266,52.66701656,19,179.7133643,1
CNPS11,15,CNPS11_p15,11-06-14 12:57,37.277183,-76.68781,4126956.158,350366.524,2.983333333,428.1666667,112.0412715,37.55573346,19,67.73592429,1
CNPS11,16,CNPS11_p16,16-06-14 13:55,37.27758,-76.686512,4126998.153,350482.3933,120.9666667,549.1333333,123.2447756,1.018832534,24,171.1572069,1
CNPS11,17,CNPS11_p17,20-06-14 11:21,37.278092,-76.686882,4127055.545,350450.6017,93.43333333,642.5666667,65.6090504,0.702201752,28,151.7985743,1
CNPS11,18,CNPS11_p18,20-06-14 11:57,37.277513,-76.686882,4126991.304,350449.4558,0.6,643.1666667,64.25121919,107.0853653,28,138.254789,1
CNPS11,19,CNPS11_p19,20-06-14 12:36,37.277494,-76.686743,4126988.976,350461.7422,0.65,643.8166667,12.50500736,19.23847285,28,150.6165676,1
CNPS11,20,CNPS11_p20,20-06-14 13:14,37.277614,-76.686685,4127002.199,350467.122,0.633333333,644.45,14.27550269,22.5402674,28,156.0140737,1
CNPS11,21,CNPS11_p21,25-06-14 16:55,37.277389,-76.686609,4126977.114,350473.4151,123.6833333,768.1333333,25.86233425,0.209101207,33,163.1749285,1
CNPS11,22,CNPS11_p22,25-06-14 17:30,37.277338,-76.686442,4126971.192,350488.1208,0.583333333,768.7166667,15.85331815,27.17711684,33,178.5001122,1
CNPS11,23,CNPS11_p23,02-07-14 12:31,37.277877,-76.689801,4127036.311,350191.3731,163.0166667,931.7333333,303.8086266,1.863666046,40,126.6991081,1
CNPS11,24,CNPS11_p24,02-07-14 13:08,37.277521,-76.689012,4126995.562,350260.6216,0.616666667,932.35,80.34821562,130.2944037,40,50.63843059,1
CNPS11,25,CNPS11_p25,02-07-14 13:48,37.277239,-76.688594,4126963.612,350297.1236,0.666666667,933.0166667,48.50977741,72.76466611,40,34.72007198,1
CNPS11,26,CNPS11_p26,02-07-14 14:46,37.278827,-76.687601,4127138.232,350388.3095,0.966666667,933.9833333,196.9949562,203.7878857,40,162.3556593,1
CNPS11,27,CNPS11_p27,02-07-14 15:29,37.278221,-76.686587,4127069.391,350477.012,0.716666667,934.7,112.2818631,156.6723672,40,181.548337,1
CNPS11,28,CNPS11_p28,02-07-14 16:35,37.276788,-76.685992,4126909.457,350526.9309,1.1,935.8,167.5433703,152.3121548,40,232.1364523,1
CNPS11,30,CNPS11_p30,07-07-14 15:06,37.277952,-76.68942,4127044.029,350225.3018,118.5166667,1054.316667,330.2873554,2.786843106,45,98.79718463,1
CNPS11,29,CNPS11_p29,07-07-14 15:23,37.278433,-76.688781,4127096.384,350282.9095,0.283333333,1054.6,77.84403076,274.743638,45,104.9610118,1
CNPS11,31,CNPS11_p31,07-07-14 15:49,37.277754,-76.689066,4127021.5,350256.2956,0.433333333,1055.033333,79.4727194,183.3985832,45,60.87858652,1
CNPS11,32,CNPS11_p32,08-07-14 15:04,37.277566,-76.689452,4127001.252,350221.6995,23.25,1078.283333,40.08580346,1.724120579,46,89.75593562,1
CNPS11,33,CNPS11_p33,08-07-14 15:35,37.27792,-76.689602,4127040.766,350209.1019,0.516666667,1078.8,41.47355449,80.27139578,46,111.8084575,1
CNPS11,34,CNPS11_p34,08-07-14 16:10,37.277604,-76.689801,4127006.021,350190.8318,0.583333333,1079.383333,39.25572033,67.29552057,46,120.9018063,1
CNPS11,35,CNPS11_p35,08-07-14 16:43,37.277384,-76.689007,4126980.354,350260.7934,0.55,1079.933333,74.52127457,135.4932265,46,52.63962238,1
CNPS11,36,CNPS11_p36,08-07-14 17:15,37.277319,-76.688835,4126972.87,350275.9145,0.533333333,1080.466667,16.87180847,31.63464089,46,41.87428737,1
CNPS11,37,CNPS11_p37,09-07-14 15:13,37.277301,-76.688953,4126971.06,350265.4167,21.96666667,1102.433333,10.65269472,0.484948166,47,51.86818648,1
CNPS11,38,CNPS11_p38,09-07-14 15:45,37.278052,-76.689414,4127055.114,350226.0319,0.533333333,1102.966667,92.82368979,174.0444184,47,104.1084294,1
CNPS11,39,CNPS11_p39,09-07-14 16:13,37.277354,-76.688186,4126975.726,350333.5256,0.466666667,1103.433333,133.6313963,286.3529921,47,29.66256865,1
CNPS11,42,CNPS11_p42,09-07-14 16:29,37.277054,-76.686915,4126940.43,350445.6215,0.266666667,1103.7,117.5214806,440.7055524,47,145.14311,1
CNPS11,40,CNPS11_p40,09-07-14 16:35,37.277167,-76.687832,4126954.418,350364.5417,0.1,1103.8,82.27756749,822.7756749,47,67.17372262,1
CNPS11,41,CNPS11_p41,09-07-14 17:05,37.276872,-76.68721,4126920.703,350419.1058,0.5,1104.3,64.14002053,128.2800411,47,131.145517,1
CNPS11,43,CNPS11_p43,11-07-14 09:55,37.278626,-76.689184,4127118.436,350247.5616,40.83333333,1145.133333,261.7742383,6.410797673,49,138.6143797,1
CNPS11,44,CNPS11_p44,11-07-14 10:15,37.277738,-76.688384,4127018.645,350316.7312,0.333333333,1145.466667,121.419427,364.2582809,49,23.9541605,1
CNPS11,45,CNPS11_p45,11-07-14 10:35,37.277751,-76.689243,4127021.447,350240.5965,0.333333333,1145.8,76.18624382,228.5587315,49,75.33696869,1
CNPS11,46,CNPS11_p46,11-07-14 10:55,37.277781,-76.689414,4127025.046,350225.4948,0.333333333,1146.133333,15.52463023,46.5738907,49,90.76875713,1
CNPS11,47,CNPS11_p47,11-07-14 11:17,37.277977,-76.689731,4127047.295,350197.7776,0.366666667,1146.5,35.54238564,96.93377901,49,124.8162827,1
CNPS11,48,CNPS11_p48,11-07-14 11:38,37.277969,-76.689259,4127045.66,350239.61,0.35,1146.85,41.86433942,119.6123983,49,87.56337438,1
CNPS11,49,CNPS11_p49,11-07-14 11:59,37.277915,-76.689468,4127039.999,350220.9727,0.35,1147.2,19.47808698,55.65167708,49,100.7350154,1
CNPS11,50,CNPS11_p50,11-07-14 12:21,37.277834,-76.689017,4127030.298,350260.7985,0.366666667,1147.566667,40.99028844,111.7916958,49,61.39608953,1
CNPS12,1,CNPS12_p1,24-05-14 17:10,37.279589,-76.674041,4127201.408,351592.0405,NA,0,NA,NA,1,49.78250911,1
CNPS12,3,CNPS12_p3,02-06-14 11:40,37.278615,-76.673622,4127092.684,351627.2763,210.5,210.5,114.2911623,0.54295089,10,119.0244902,1
CNPS12,4,CNPS12_p4,04-06-14 15:47,37.279479,-76.67433,4127189.657,351566.2019,52.11666667,262.6166667,114.6029889,2.198970046,12,21.39922836,1
CNPS12,5,CNPS12_p5,04-06-14 19:30,37.279566,-76.674202,4127199.109,351577.7212,3.716666667,266.3333333,14.90082469,4.0091905,12,36.04190116,1
CNPS12,7,CNPS12_p7,10-06-14 11:15,37.279642,-76.674662,4127208.263,351537.0872,135.75,402.0833333,41.65234294,0.306831256,18,29.48321795,1
CNPS12,8,CNPS12_p8,11-06-14 09:37,37.27924,-76.674488,4127163.388,351551.7241,22.36666667,424.45,47.2017422,2.110361052,19,17.73997409,1
CNPS12,9,CNPS12_p9,11-06-14 10:25,37.279578,-76.674292,4127200.582,351569.7654,0.8,425.25,41.33862772,51.67328465,19,30.47532728,1
CNPS12,10,CNPS12_p10,11-06-14 12:34,37.279602,-76.67442,4127203.445,351558.4642,2.15,427.4,11.65821129,5.422423855,19,25.74296331,1
CNPS12,11,CNPS12_p11,16-06-14 14:33,37.27951,-76.674481,4127193.334,351552.8752,121.9833333,549.3833333,11.5528889,0.094708749,24,14.20544463,1
CNPS12,12,CNPS12_p12,17-06-14 16:50,37.279267,-76.674442,4127166.311,351555.8555,26.28333333,575.6666667,27.18684824,1.034375963,25,16.74974259,1
CNPS12,13,CNPS12_p13,17-06-14 19:40,37.279626,-76.67419,4127205.747,351578.903,2.833333333,578.5,45.67696741,16.12128262,25,40.80473037,1
CNPS12,14,CNPS12_p14,20-06-14 13:43,37.279591,-76.674635,4127202.563,351539.3808,66.05,644.55,39.65024778,0.600306552,28,23.34654053,1
CNPS12,15,CNPS12_p15,20-06-14 14:40,37.280114,-76.673772,4127259.235,351616.9209,0.95,645.5,96.04260873,101.0974829,28,105.4122936,1
CNPS12,16,CNPS12_p16,20-06-14 15:23,37.279468,-76.674367,4127188.495,351562.8999,0.716666667,646.2166667,89.00795493,124.1971464,28,17.92228225,1
CNPS12,17,CNPS12_p17,20-06-14 16:10,37.279082,-76.67558,4127147.572,351454.597,0.783333333,647,115.7765524,147.7998541,28,97.96868941,1
CNPS12,18,CNPS12_p18,25-06-14 18:05,37.279213,-76.67448,4127160.38,351552.3804,121.9166667,768.9166667,98.61865026,0.808902121,33,20.81376072,1
CNPS12,19,CNPS12_p19,25-06-14 18:50,37.279232,-76.674684,4127162.808,351534.3311,0.75,769.6666667,18.21187564,24.28250086,33,21.65491406,1
CNPS12,20,CNPS12_p20,30-06-14 17:17,37.278788,-76.674469,4127113.208,351552.5207,118.45,888.1166667,52.83011971,0.446011986,38,67.48244656,1
CNPS12,21,CNPS12_p21,30-06-14 17:41,37.279044,-76.674567,4127141.765,351544.3349,0.4,888.5166667,29.70706264,74.2676566,38,38.77327585,1
CNPS12,22,CNPS12_p22,01-07-14 09:05,37.279444,-76.675102,4127186.986,351497.6879,15.4,903.9166667,64.96831112,4.218721501,39,49.62625435,1
CNPS12,23,CNPS12_p23,01-07-14 09:27,37.279642,-76.674582,4127208.138,351544.1799,0.366666667,904.2833333,51.07752116,139.3023304,39,27.81511063,1
CNPS12,24,CNPS12_p24,01-07-14 09:52,37.279294,-76.675204,4127170.504,351488.3499,0.416666667,904.7,67.3298363,161.5916071,39,59.37232231,1
CNPS12,25,CNPS12_p25,01-07-14 10:14,37.278497,-76.674662,4127081.224,351534.8375,0.366666667,905.0666667,100.6579125,274.5215796,39,99.9588503,1
CNPS12,26,CNPS12_p26,01-07-14 10:40,37.280012,-76.674045,4127248.347,351592.5167,0.433333333,905.5,176.7964571,407.9918241,39,81.8038908,1
CNPS12,27,CNPS12_p27,01-07-14 11:02,37.278687,-76.675268,4127103.257,351481.4826,0.366666667,905.8666667,182.7010659,498.2756341,39,101.1760562,1
CNPS12,28,CNPS12_p28,01-07-14 11:24,37.279631,-76.674635,4127207.001,351539.4594,0.366666667,906.2333333,118.8449699,324.1226452,39,27.56481134,1
CNPS12,29,CNPS12_p29,01-07-14 11:45,37.279508,-76.674668,4127193.405,351536.2919,0.35,906.5833333,13.96009571,39.88598775,39,16.72948147,1
CNPS12,30,CNPS12_p30,01-07-14 12:06,37.279291,-76.674989,4127169.833,351507.4058,0.35,906.9333333,37.28332009,106.5237717,39,40.88059002,1
CNPS12,31,CNPS12_p31,01-07-14 12:29,37.279613,-76.673643,4127203.446,351627.3741,0.383333333,907.3166667,124.5882289,325.012771,39,83.71089431,1
CNPS12,32,CNPS12_p32,02-07-14 12:38,37.279833,-76.674641,4127229.422,351539.3243,24.15,931.4666667,91.80152426,3.801305352,40,49.54737626,1
CNPS12,33,CNPS12_p33,02-07-14 13:00,37.279704,-76.674346,4127214.646,351565.2253,0.366666667,931.8333333,29.81932221,81.32542421,40,38.80101807,1
CNPS12,34,CNPS12_p34,02-07-14 13:21,37.279707,-76.675188,4127216.301,351490.5801,0.35,932.1833333,74.66354471,213.3244134,40,66.74524388,1
CNPS12,35,CNPS12_p35,02-07-14 13:45,37.279543,-76.674142,4127196.463,351582.9956,0.4,932.5833333,94.52074314,236.3018579,40,39.50229514,1
CNPS12,36,CNPS12_p36,02-07-14 14:07,37.279213,-76.674389,4127160.237,351560.4484,0.366666667,932.95,42.6696532,116.3717814,40,24.34711083,1
CNPS12,37,CNPS12_p37,02-07-14 14:29,37.279559,-76.674405,4127198.651,351559.7096,0.366666667,933.3166667,38.42110385,104.7848287,40,22.26316327,1
CNPS12,38,CNPS12_p38,02-07-14 14:50,37.279709,-76.674614,4127215.622,351541.4745,0.35,933.6666667,24.91051411,71.17289744,40,35.58088754,1
CNPS12,39,CNPS12_p39,02-07-14 15:10,37.279393,-76.674432,4127180.276,351556.9897,0.333333333,934,38.60131017,115.8039305,40,10.10881796,1
CNPS12,40,CNPS12_p40,02-07-14 15:31,37.279607,-76.674512,4127204.145,351550.3173,0.35,934.35,24.78406913,70.81162609,40,23.93821759,1
CNPS12,41,CNPS12_p41,02-07-14 16:30,37.279143,-76.674045,4127151.93,351590.8099,0.983333333,935.3333333,66.07614456,67.19607921,40,52.37620511,1
CNPS12,42,CNPS12_p42,02-07-14 17:03,37.279479,-76.674491,4127189.91,351551.9277,0.55,935.8833333,54.35352681,98.8245942,40,10.71732613,1
CNPS12,43,CNPS12_p43,03-07-14 16:39,37.279226,-76.675059,4127162.731,351501.0719,23.6,959.4833333,57.66290345,2.443343367,41,49.11954222,1
CNPS12,44,CNPS12_p44,03-07-14 17:00,37.28005,-76.674067,4127252.598,351590.6408,0.35,959.8333333,126.8805168,362.5157622,41,84.37699981,1
CNPS12,46,CNPS12_p46,03-07-14 17:18,37.279221,-76.674437,4127161.2,351556.2085,0.3,960.1333333,97.66871396,325.5623799,41,21.39417117,1
CNPS12,45,CNPS12_p45,03-07-14 17:42,37.279429,-76.674484,4127184.351,351552.4501,0.4,960.5333333,23.45409072,58.6352268,41,6.795690122,1
CNPS12,47,CNPS12_p47,03-07-14 18:03,37.279843,-76.673938,4127229.428,351601.6713,0.35,960.8833333,66.74325778,190.6950222,41,73.48620003,1
CNPS12,48,CNPS12_p48,03-07-14 18:33,37.279656,-76.673986,4127208.756,351597.0484,0.5,961.3833333,21.1826058,42.3652116,41,57.59858536,1
CNPS12,49,CNPS12_p49,03-07-14 18:52,37.27909,-76.674539,4127146.825,351546.9078,0.316666667,961.7,79.68392893,251.6334598,41,33.62950255,1
CNPS12,50,CNPS12_p50,03-07-14 19:12,37.279581,-76.674641,4127201.462,351538.8292,0.333333333,962.0333333,55.23101979,165.6930594,41,22.49822915,1
CNPS12,51,CNPS12_p51,10-07-14 08:30,37.279527,-76.674678,4127195.529,351535.4427,157.3,1119.333333,6.831461867,0.04342951,48,18.92376348,1
CNPS12,52,CNPS12_p52,17-07-14 16:05,37.279237,-76.675054,4127163.944,351501.5368,175.5833333,1294.916667,46.33812987,0.263909615,55,48.25790172,1
CNPS12,53,CNPS12_p53,18-07-14 10:21,37.279433,-76.674319,4127184.536,351567.0868,18.26666667,1313.183333,68.70831801,3.761404271,56,20.61247523,1
CNPS12,54,CNPS12_p54,18-07-14 11:27,37.279792,-76.674281,4127224.308,351571.161,1.1,1314.283333,39.98013369,36.34557608,56,50.12561898,1
CNPS12,55,CNPS12_p55,18-07-14 12:27,37.279996,-76.674378,4127247.094,351562.9619,1,1315.283333,24.21625563,24.21625563,56,68.55196823,1
CNPS12,56,CNPS12_p56,21-07-14 09:16,37.279691,-76.674292,4127213.119,351569.9874,68.81666667,1384.1,34.69377862,0.504147909,59,40.01010325,1
CNPS12,57,CNPS12_p57,21-07-14 09:38,37.279237,-76.674544,4127163.143,351546.7533,0.366666667,1384.466667,55.11282953,150.3077169,59,17.31197481,1
CNPS12,58,CNPS12_p58,21-07-14 10:10,37.278929,-76.674507,4127128.912,351549.4286,0.533333333,1385,34.33538395,64.37884491,59,51.60534298,1
CNPS12,59,CNPS12_p59,21-07-14 10:37,37.279755,-76.674029,4127219.807,351593.4305,0.45,1385.45,100.9854852,224.4121894,59,60.95358908,1
CNPS12,60,CNPS12_p60,21-07-14 11:02,37.279725,-76.673906,4127216.286,351604.2766,0.416666667,1385.866667,11.4033033,27.36792793,59,67.66080424,1
CNPS12,61,CNPS12_p61,21-07-14 11:23,37.279902,-76.674421,4127236.732,351558.9649,0.35,1386.216667,49.71105584,142.0315881,59,57.55990965,1
CNPS12,62,CNPS12_p62,21-07-14 15:53,37.27942,-76.674893,4127183.995,351516.1706,4.5,1390.716667,67.91570718,15.09237937,59,30.91526179,1
CNPS12,63,CNPS12_p63,22-07-14 08:39,37.279551,-76.674866,4127198.487,351518.8219,16.76666667,1407.483333,14.73253053,0.878679753,60,33.35515288,1
CNPS12,64,CNPS12_p64,22-07-14 09:02,37.279251,-76.674238,4127164.216,351573.9107,0.383333333,1407.866667,64.87894363,169.2494182,60,31.53116745,1
CNPS12,65,CNPS12_p65,22-07-14 09:46,37.279854,-76.673981,4127230.716,351597.8806,0.733333333,1408.6,70.68809027,96.39285037,60,71.60327907,1
CNPS12,66,CNPS12_p66,22-07-14 10:35,37.279889,-76.674544,4127235.483,351548.0343,0.816666667,1409.416667,50.07372477,61.31476503,60,55.0405607,1
CNPS12,67,CNPS12_p67,22-07-14 11:50,37.279631,-76.674668,4127207.052,351536.5336,1.25,1410.666667,30.6690049,24.53520392,60,28.53990611,1
CNPS12,68,CNPS12_p68,22-07-14 12:23,37.279208,-76.674163,4127159.327,351580.4757,0.55,1411.216667,64.87359846,117.9519972,60,39.68471833,1
CNPS12,69,CNPS12_p69,22-07-14 14:51,37.27954,-76.674786,4127197.141,351525.893,2.466666667,1413.683333,66.40157931,26.91955918,60,26.81411686,1
CNPS12,70,CNPS12_p70,22-07-14 15:11,37.279551,-76.674421,4127197.789,351558.2753,0.333333333,1414.016667,32.38878289,97.16634868,60,20.74323942,1
CNPS12,71,CNPS12_p71,22-07-14 15:34,37.279575,-76.67434,4127200.324,351565.5039,0.383333333,1414.4,7.66021429,19.98316771,60,27.23151503,1
CNPS12,72,CNPS12_p72,22-07-14 15:57,37.279597,-76.674609,4127203.187,351541.6977,0.383333333,1414.783333,23.97773816,62.5506213,60,23.31627307,1
CNPS12,73,CNPS12_p73,22-07-14 16:21,37.279484,-76.67397,4127189.647,351598.1291,0.4,1415.183333,58.03304667,145.0826167,60,52.0645801,1
CNPS12,74,CNPS12_p74,22-07-14 16:56,37.279803,-76.674238,4127225.461,351574.995,0.583333333,1415.766667,42.63600801,73.09029944,60,53.06506092,1
CNPS12,75,CNPS12_p75,22-07-14 17:17,37.279312,-76.673793,4127170.286,351613.4841,0.35,1416.116667,67.2732595,192.2093129,60,67.37341439,1
CNPS12,76,CNPS12_p76,23-07-14 09:55,37.279656,-76.672994,4127207.199,351684.9984,16.63333333,1432.75,80.47897038,4.838415053,61,140.6814916,1
CNPS13,1,CNPS13_p1,24-05-14 16:55,37.27972,-76.658409,4127191.523,352978.2174,NA,0,NA,NA,1,56.46676835,1
CNPS13,3,CNPS13_p3,02-06-14 13:30,37.276028,-76.65804,4126781.319,353003.7508,212.5833333,212.5833333,410.9979028,1.933349602,10,442.2882763,1
CNPS13,4,CNPS13_p4,04-06-14 17:35,37.277268,-76.656466,4126916.453,353145.7166,52.08333333,264.6666667,195.9986896,3.76317484,12,371.2448031,1
CNPS13,5,CNPS13_p5,10-06-14 17:10,37.279479,-76.659647,4127166.71,352867.9882,143.5833333,408.25,373.847068,2.603694031,18,78.21027261,1
CNPS13,6,CNPS13_p6,15-06-14 15:45,37.280015,-76.658033,4127223.669,353012.127,118.5833333,526.8333333,154.9849068,1.306970402,23,84.53903197,1
CNPS13,7,CNPS13_p7,15-06-14 16:05,37.279167,-76.658043,4127129.599,353009.5908,0.333333333,527.1666667,94.10418275,282.3125482,23,119.7030432,1
CNPS13,8,CNPS13_p8,15-06-14 16:35,37.278164,-76.657464,4127017.415,353058.9743,0.5,527.6666667,122.5723457,245.1446914,23,238.8441378,1
CNPS13,9,CNPS13_p9,15-06-14 17:00,37.278494,-76.657866,4127054.653,353023.9745,0.416666667,528.0833333,51.10435054,122.6504413,23,188.7105954,1
CNPS13,10,CNPS13_p10,15-06-14 17:22,37.278092,-76.657523,4127009.518,353053.6033,0.366666667,528.45,53.99105495,147.2483317,23,242.6564183,1
CNPS13,10,CNPS13_p10,16-06-14 16:00,37.278092,-76.657523,4127009.518,353053.6033,22.63333333,551.0833333,0,0,24,242.6564183,1
CNPS13,11,CNPS13_p11,16-06-14 17:00,37.277314,-76.657523,4126923.198,353052.0904,1,552.0833333,86.33325701,86.33325701,24,319.0338859,1
CNPS13,12,CNPS13_p12,17-06-14 18:00,37.279103,-76.65924,4127124.359,352903.3406,25,577.0833333,250.1844338,10.00737735,25,95.87182997,1
CNPS13,13,CNPS13_p13,17-06-14 19:05,37.279465,-76.658917,4127164.021,352932.6822,1.083333333,578.1666667,49.33562338,45.54057543,25,53.24451099,1
CNPS13,14,CNPS13_p14,23-06-14 15:00,37.279558,-76.658635,4127173.901,352957.8652,139.9166667,718.0833333,27.05176314,0.193341964,31,52.55946945,1
CNPS13,15,CNPS13_p15,23-06-14 15:25,37.278105,-76.657888,4127011.528,353021.2674,0.416666667,718.5,174.3124496,418.3498791,31,225.7536145,1
CNPS13,16,CNPS13_p16,29-06-14 13:35,37.277985,-76.657437,4126997.513,353061.0201,142.1666667,860.6666667,42.15088827,0.296489249,37,256.7672292,1
CNPS13,17,CNPS13_p17,29-06-14 13:57,37.27791,-76.656697,4126988.042,353126.4835,0.366666667,861.0333333,66.1449664,180.3953629,37,303.1481022,1
CNPS13,18,CNPS13_p18,29-06-14 14:20,37.277963,-76.656032,4126992.89,353185.5462,0.383333333,861.4166667,59.26133339,154.5947828,37,341.5467414,1
CNPS13,19,CNPS13_p19,29-06-14 14:43,37.277853,-76.656209,4126980.96,353169.6394,0.383333333,861.8,19.88344,51.86984348,37,337.9342647,1
CNPS13,20,CNPS13_p20,29-06-14 15:05,37.278033,-76.656198,4127000.914,353170.9644,0.366666667,862.1666667,19.99794342,54.53984569,37,325.2976007,1
CNPS13,21,CNPS13_p21,29-06-14 15:27,37.278282,-76.656155,4127028.474,353175.2607,0.366666667,862.5333333,27.89286277,76.07144393,37,311.0825793,1
CNPS13,22,CNPS13_p22,29-06-14 15:51,37.279655,-76.658887,4127185.055,352935.7118,0.4,862.9333333,286.1840056,715.460014,37,32.94297596,1
CNPS13,23,CNPS13_p23,01-07-14 09:40,37.279382,-76.659787,4127156.165,352855.387,41.81666667,904.75,85.36220238,2.041344019,39,94.64152314,1
CNPS13,24,CNPS13_p24,01-07-14 10:00,37.279829,-76.659204,4127204.853,352907.9456,0.333333333,905.0833333,71.64445392,214.9333618,39,23.34005091,1
CNPS13,25,CNPS13_p25,07-07-14 10:22,37.280114,-76.658961,4127236.096,352930.0444,144.3666667,1049.45,38.26855119,0.265078858,45,19.17663033,1
CNPS13,26,CNPS13_p26,07-07-14 11:05,37.279854,-76.658263,4127206.164,352991.4223,0.716666667,1050.166667,68.28741635,95.28476701,45,64.49900809,1
CNPS13,27,CNPS13_p27,07-07-14 11:34,37.279658,-76.657507,4127183.242,353058.0672,0.483333333,1050.65,70.47666834,145.8137966,45,134.5353729,1
CNPS13,28,CNPS13_p28,07-07-14 11:53,37.280112,-76.658963,4127235.878,352929.8632,0.316666667,1050.966667,138.5886507,437.6483707,45,18.93994434,1
CNPS13,29,CNPS13_p29,07-07-14 12:16,37.279932,-76.658279,4127214.843,352990.1555,0.383333333,1051.35,63.85634396,166.5817669,45,62.34658776,1
CNPS13,30,CNPS13_p30,07-07-14 12:50,37.279701,-76.658735,4127189.922,352949.2775,0.566666667,1051.916667,47.87553786,84.48624328,45,34.56761035,1
CNPS13,31,CNPS13_p31,07-07-14 13:14,37.280143,-76.658993,4127239.364,352927.2638,0.4,1052.316667,54.12129296,135.3032324,45,22.32605319,1
CNPS13,32,CNPS13_p32,07-07-14 13:43,37.280104,-76.658912,4127234.911,352934.3693,0.483333333,1052.8,8.385543468,17.34940028,45,19.0184789,1
CNPS13,33,CNPS13_p33,07-07-14 14:08,37.279127,-76.659738,4127127.797,352859.2347,0.416666667,1053.216667,130.8381333,314.0115198,45,112.5747397,1
CNPS13,34,CNPS13_p34,07-07-14 14:27,37.279364,-76.658681,4127152.448,352953.4093,0.316666667,1053.533333,97.34745547,307.4130173,45,69.47112309,1
CNPS13,35,CNPS13_p35,08-07-14 12:24,37.279575,-76.659368,4127176.927,352892.911,21.95,1075.483333,65.26305037,2.973259698,46,53.19852614,1
CNPS13,36,CNPS13_p36,08-07-14 13:43,37.279817,-76.659223,4127203.552,352906.2377,1.316666667,1076.8,29.77400809,22.6131707,46,25.47694354,1
CNPS13,37,CNPS13_p37,08-07-14 14:01,37.279395,-76.658692,4127155.904,352952.4944,0.3,1077.1,66.40793777,221.3597926,46,65.92228018,1
CNPS13,38,CNPS13_p38,08-07-14 14:21,37.279776,-76.659309,4127199.136,352898.5332,0.333333333,1077.433333,69.14345182,207.4303555,46,34.35259666,1
CNPS13,39,CNPS13_p39,08-07-14 14:38,37.279881,-76.659384,4127210.903,352892.0882,0.283333333,1077.716667,13.41641957,47.35206906,46,36.28336512,1
CNPS13,40,CNPS13_p40,08-07-14 15:23,37.280101,-76.659433,4127235.388,352888.1723,0.75,1078.466667,24.79615893,33.06154524,46,43.71031772,1
CNPS13,41,CNPS13_p41,09-07-14 09:52,37.279943,-76.659261,4127217.591,352903.114,18.48333333,1096.95,23.23763344,1.257220926,47,24.7398438,1
CNPS13,42,CNPS13_p42,09-07-14 10:23,37.280063,-76.658987,4127230.478,352927.6401,0.516666667,1097.466667,27.70567361,53.62388441,47,13.43401917,1
CNPS13,43,CNPS13_p43,09-07-14 10:50,37.279817,-76.658976,4127203.167,352928.1365,0.45,1097.916667,27.31551087,60.70113526,47,13.88158877,1
CNPS13,44,CNPS13_p44,09-07-14 11:20,37.279784,-76.659411,4127200.183,352889.5056,0.5,1098.416667,38.74597645,77.49195289,47,41.88643597,1
CNPS13,45,CNPS13_p45,09-07-14 12:16,37.279833,-76.65881,4127204.684,352942.885,0.933333333,1099.35,53.56882811,57.39517298,47,19.46600331,1
CNPS13,47,CNPS13_p47,09-07-14 15:39,37.280104,-76.658966,4127234.995,352929.5817,3.383333333,1102.733333,33.10188079,9.78380713,47,18.03296228,1
